代號,名稱,取樣年 T-1,TSE 產業別,TSE新產業_名稱,是否違約,會計師事務所,是否為四大,是否投保董監責任險(Y/N),是否投保董監責任險,TESG分數,環境構面分數,社會構面分數,公司治理構面分數,總負債/總淨值,稅前純益/實收資本,營業利益率,稅後淨利成長率,存貨週轉率（次）,資產總額,ROA稅後息前,ROE稅後,每股淨值,每股現金流量,營收成長率,營業毛利成長率,營業利益/實收資本比,  現金及約當現金,  應收帳款及票據,  其他應收款,  存貨,  其他流動資產,流動資產,  不動產廠房及設備,    遞延所得稅資產,  遞延資產合計,    其他非流動資產－其他,  其他非流動資產,非流動資產,  應付帳款及票據,  其他應付款,  其他流動負債,流動負債,非流動負債,負債總額,    普通股股本,  股本,  資本公積合計,    未分配盈餘,  保留盈餘,  其他權益,母公司股東權益合計,股東權益總額,負債及股東權益總額,  營業收入毛額,營業收入淨額,  銷貨成本,營業成本,營業毛利,已實現銷貨毛利,營業費用,營業利益,  利息收入,  其他收入－其他,其他收入,  其他利益及損失－其他,其他利益及損失,  利息支出(不含租賃負債),財務成本,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,合併總損益,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,綜合損益歸屬母公司,每股盈餘,加權平均股數,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,  利息支出－CFO,  利息收入－CFO,  應收帳款（增加）減少－CFO,  存貨（增加）減少－CFO,  應付帳款增加（減少）－CFO,  其他應付款增加（減少）－CFO,  利息收現－CFO,  退還（支付）所得稅－CFO,  調整項（出貨）－CFO,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI,  其他金融資產（增加）減少－CFI,投資活動之現金流量,籌資活動之現金流量,本期產生現金流量,期初現金及約當現金,期末現金及約當現金,  資產負債表帳列現金,商品及製成品,員工人數-母公司,用人費用合計,折舊合計,攤銷合計,ROA(C)稅前息前折舊前,ROA稅後息前折舊前,ROA－綜合損益,稅前息前折舊前淨利率,營業毛利率,已實現銷貨毛利率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,現金流量比率,每股淨值(F)－TSE公告數,常續性EPS,每股營業額,每股營業利益,每股稅前淨利,每股綜合損益,季底每股稅前淨利,季底每股稅後淨利,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,負債比率,淨值/資產,長期資金適合率(A),淨負債,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,固定資產週轉次數,淨值週轉率（次）,季底收款天數,季底售貨天數,自由現金流量(D),Tobins Q,Tobins Q (A)
6625,必應,2020,20,其他,0,勤業眾信聯合會計師事務所,1,Y,1,54.65,51.21,55.66,55.53,70.48,-28.8,-18.69,-2378.18,0,1102635,-11.55,-20.93,14.52,1.93,-34.66,-85.95,-33.13,488015,170364,0,0,23981,712809,242624,3399,3399,11218,103351,389826,180622,89660,2335,380897,74948,455845,448734,448734,340851,-127967,-95285,-17191,642167,646790,1102635,762364,795225,768665,768665,26560,26560,175218,-148658,428,4826,25543,-292,-2998,2958,2958,19404,-129254,2607,-131861,-131861,-244,-132105,-129111,-129355,-3.3,39094,-129111,-3.3,39094,-126296,-21516,-132592,-129254,102882,1898,2958,-428,122661,0,-47486,-32435,428,-4088,20284,75323,-60517,0,-71241,137265,142645,345370,488015,488015,0,299,264603,102882,1898,-1.98,-4.14,-11.78,-2.71,3.34,3.34,-16.25,-16.58,2.44,-16.67,15.16,-15.51,22.03,33.27,19.78,14.52,-2.93,17.98,-3.36,-3.31,-3.38,-2.92,-2.92,-85.95,-2631.21,-1908.76,-2378.18,-2505.95,-3.26,5.51,-12.33,187.14,174.17,-2.28,41.34,58.66,267.27,-470758,331912,26.34,3.31,0.71,110.39,3.28,1.26,78.2,0,-106715,1.33,1.33
6762,達亞,2020,22,生技醫療,0,資誠聯合會計師事務所,1,Y,1,49.39,49.96,51.66,44.87,52.35,119.75,47.63,101.78,5.74,1675728,18.14,27.27,53.02,12.18,44.59,70.96,127.27,902251,89878,266,45475,0,1046085,179941,4121,4121,5684,443488,629643,28264,55050,751,143682,432125,575807,207446,207446,649717,222804,242758,0,1099921,1099921,1675728,554314,554314,226294,226294,328020,328020,64005,264015,415,0,1195,2311,-14904,0,1895,-15604,248411,50651,197760,197760,0,197760,197760,197760,10.67,18539,197760,10.66,18550,250306,288742,197760,248411,36664,1772,1895,-415,-30702,-12075,2546,14107,415,-33420,260,225805,-10767,-3600,-14772,544909,755942,146309,902251,902251,7867,112,106705,36664,1772,26.29,20.94,18.01,52.09,59.18,59.18,44.81,35.68,-2.82,35.68,512.49,31.74,11.55,19.25,157.16,53.02,9.53,26.72,12.73,13.4,10.67,11.97,9.53,70.96,109.39,102.63,101.78,101.78,221.75,213.69,19.88,728.06,690.69,0.95,34.36,65.64,611.27,-902251,902403,12.31,7.43,0.5,49.1,2.97,0.76,59.18,75.83,-534085,3.34,3.34
6770,力積電,2020,24,半導體,1,勤業眾信聯合會計師事務所,1,-,0,46.51,56.26,45.55,41.31,137.57,15.45,12.57,244.01,4.88,78914033,5.71,12.07,10.7,3.1,27.27,266.33,18.5,6421984,6234704,241097,7818611,57255,21727795,47218447,1026371,1026371,1411846,8684679,57186238,2641535,5785062,1089901,17638074,28058270,45696344,31051965,31051965,403616,1695690,1762496,-380,33217689,33217689,78914033,45684615,45684615,34692204,34692204,10992411,10992411,5460494,5744244,27977,0,27977,0,-294965,516541,678183,-945171,4799073,992596,3806477,3806477,-86850,3719627,3806477,3719627,1.23,3105197,3806477,1.21,3150256,5477256,11456332,3784973,4799073,5852409,126667,678183,-27977,-839820,-951795,58088,376742,29611,-862,-489265,9638179,-3306308,4001,-3358321,-4029432,2250339,4171645,6421984,6421984,598004,7022,9502870,5852409,126667,15.02,11.96,4.88,25.08,24.06,24.06,10.5,8.33,-2.07,8.29,201.31,8.57,11.95,20.8,54.64,10.7,1.22,14.71,1.85,1.55,1.2,1.55,1.23,266.33,373.69,283.53,244.01,242.51,7.54,11.18,9.83,123.19,73.16,15.59,57.91,42.09,105.81,17383219,4089721,42.31,7.86,0.6,46.46,0.97,1.45,49.81,81.72,4328241,2.27,2.27
8403,盛弘,2020,22,生技醫療,0,安侯建業聯合會計師事務所,1,Y,1,55.48,65.53,46.2,66.21,58.86,44.01,12.5,101.54,10.17,5685594,7.53,11.5,26.85,6.64,31.21,80.72,47.05,1686552,1057944,46665,332163,186,3205016,706979,12714,12714,318491,834948,2480578,727581,248412,12469,1677859,428725,2106584,1086969,1088636,1224665,460018,638399,-33469,2918231,3579010,5685594,4007721,4098876,2850877,2918956,1179920,1179920,709781,512209,1205,9214,27665,-2154,-44038,10233,14521,-33110,479099,118018,361081,361081,1102,362183,247712,246288,2.29,108036,249159,2.22,112182,493620,710007,402120,479099,192209,24178,14521,-1205,-144970,-90121,119080,82036,1205,-26300,16246,717739,-357890,-14191,-393776,321472,642932,1043620,1686552,1686552,264467,146,520233,192209,24178,15.17,11.85,7.32,17.32,28.79,28.79,11.69,8.81,-0.81,9.81,166.24,15.75,17.32,12.69,42.78,26.81,2.66,37.71,4.71,4.43,3.35,4.41,2.28,80.72,256.83,134.56,101.54,254.47,34.84,32.53,4.56,191.02,168.63,3.9,37.05,62.95,527.53,-1084713,1527157,38.84,4.26,0.83,85.77,7.39,1.31,95.99,41.58,-329281,0.78,0.78
8432,東生華,2020,22,生技醫療,0,安侯建業聯合會計師事務所,1,Y,1,54.62,62.58,49.17,59.63,9.15,20.11,16.59,-27.84,2.38,1229380,4.94,5.47,29.33,0.3,-11.78,-9.39,19.35,396701,108879,2981,77906,28407,943841,25255,1256,1256,3261,12044,285539,7418,70118,1066,98618,4418,103036,383981,383981,458977,169610,266626,16760,1126344,1126344,1229380,459483,447862,162670,162670,285192,285192,210888,74304,2238,0,8715,-25,-5760,0,27,2928,77232,15662,61570,61570,8928,70498,61570,70498,1.6,38398,61570,1.6,38430,77259,86908,67711,77232,7127,2522,27,-2238,9196,-18851,-33690,-11171,2238,-8293,-7993,11611,-1916,43069,234210,-73332,172489,224212,396701,396701,38325,76,113014,7127,2522,7.46,6.05,5.66,19.41,63.68,63.68,17.24,13.75,0.65,15.12,135.23,8.9,47.09,25.23,11.77,29.33,1.76,11.66,1.94,2.01,1.84,2.01,1.6,-9.39,32.22,-25.28,-27.84,-20.3,-2.72,0.12,-1.88,957.07,578.78,0.04,8.38,91.62,4459.89,-458917,845223,16.58,3.95,0.36,92.44,17.4,0.4,88.73,174.59,-28828,1.84,1.84
8906,花王,2020,20,其他,0,資誠聯合會計師事務所,1,Y,1,53.11,55.9,52.26,52.43,198.25,0.78,-2.67,-75.43,11.69,1085540,0.47,0.69,11.32,0.38,-4.87,-16.3,-1.46,22309,56200,5063,14007,0,108222,848074,0,0,7,7,977318,38952,18491,0,417757,303818,721575,340374,340374,57577,8543,9718,10135,363965,363965,1085540,186585,186585,160665,160665,25920,25920,30895,-4975,7,4245,7700,-39,2183,8563,2255,7628,2653,169,2484,2484,7050,9534,2484,9534,0.08,32160,2484,0.08,32165,4908,9146,262,2653,4238,0,2049,-7,15827,-534,-2352,-4036,7,0,-1491,12140,-400998,0,-372244,358193,-1911,24220,22309,22309,6638,80,49636,4238,0,0.76,0.6,1.05,4.9,13.89,13.89,1.42,1.33,4.09,0.14,83.9,-0.65,16.56,26.6,2.91,11.32,0.01,5.8,-0.15,0.08,0.3,0.08,0.08,-16.3,-495.1,-74.13,-75.43,-95.1,49.72,0.75,-1.2,25.91,22.44,52.59,66.47,33.53,78.29,627522,-309535,19.29,2.91,0.21,125.39,0.28,0.51,109.94,31.4,-316900,1.17,1.17
8932,智通,2020,20,其他,0,勤業眾信聯合會計師事務所,1,Y,1,50.38,51.23,59.03,40.66,98.55,-12.51,-6.04,5.75,3.26,1130144,-3.34,-8.24,11.66,0.58,-10.75,-4.23,-9.9,116834,146931,9254,209977,372,587145,200915,80351,80351,9081,220503,542999,100997,31693,3301,424449,136492,560941,488000,488000,3778,33061,124607,-47182,569203,569203,1130144,798796,799826,724476,724476,75350,75350,123680,-48330,479,1521,13659,-395,-13793,9011,11792,-12710,-61040,-12345,-48695,-48695,5827,-42868,-48695,-42868,-1,48800,-48695,-1,48800,-49248,7390,-49066,-61040,56196,442,11792,-479,65769,23814,-67813,-1517,479,-474,8761,28099,-10771,-46627,-55711,-23427,-53273,170107,116834,116834,25000,259,229326,56196,442,0.6,0.48,-3.65,0.92,9.42,9.42,-7.63,-6.09,-1.59,-6.13,60.92,-5.97,15.46,28.67,6.62,11.66,-1.01,16.39,-0.99,-1.25,-0.88,-1.25,-1,-4.23,-21.85,-14.72,5.75,-3.62,-7.25,-7,-0.17,138.33,68.59,-30.03,49.63,50.37,286.37,139737,162696,62.7,5.11,0.68,71.5,3.7,1.35,67.05,116.91,30049,1.03,1.03
1402,遠東新,2021,4,紡織纖維,1,勤業眾信聯合會計師事務所,1,Y,1,64.71,51.06,84.59,57.95,135.82,33.3,4.9,14.36,5.42,635327585,2.71,5.51,38.5,7.29,15.49,15.08,21.88,34544963,29336993,798559,48965163,3586716,144073658,165089960,2766907,2766907,9716483,145039814,491253927,19323525,19505665,3612441,124141318,241771349,365912667,53528751,53528751,3403003,13856572,153067440,-3925396,206048735,269414918,635327585,238806217,238806217,192236940,192320517,46485700,46486255,34993397,11711538,266179,1213412,1566921,-722472,18834,2645130,2691754,6115767,17827305,2982820,14844485,14844485,-979731,13864754,9684584,9169547,1.94,4986743,9684584,1.94,5000611,20519059,48069821,13895357,17827305,20634019,6916743,2691754,-266179,-2815713,-10353496,1286449,1627786,291443,-2693719,-810059,36377780,-20173864,319677,-21784053,-15142404,-653656,35198619,34544963,34544963,12822719,4379,23318469,20634019,6916743,7.53,6.08,2.21,20.13,19.47,19.47,7.47,6.22,2.56,5.82,132.84,4.14,14.65,9.76,29.3,38.5,1.63,44.62,2.19,3.57,2.78,3.33,1.81,15.08,17.09,10.57,14.36,29.11,2.98,0,0.5,116.06,62.14,15.84,57.59,42.41,284.28,225756213,19932340,29.06,8.51,0.38,42.89,1.46,0.89,58.17,95.97,6509640,0.67,0.67
1409,新纖,2021,4,紡織纖維,0,勤業眾信聯合會計師事務所,1,Y,1,67.86,80.79,76.14,52.63,323.23,36.13,14.5,32,6.52,196031587,2.74,10.79,22.36,-1.59,38.86,70.24,38.88,10284293,19677866,672796,6075052,11380923,131442733,18628275,588360,588360,7485319,13616304,64588854,9861346,2731393,6833060,129634890,20078809,149713699,16184093,16184093,1946797,9740444,13862667,4124832,36088555,46317888,196031587,40912340,43407024,32014498,32401901,11005123,11005123,4712511,6292612,0,0,0,396984,24412,338520,361749,-444650,5847962,1072130,4775832,4804588,2188577,6993165,3888416,6217667,2.41,1613729,3888416,2.41,1616413,6209711,7879920,4900083,5847962,1664037,6172,692438,-2069432,-3170264,-2185334,1111590,0,2144889,-643389,-1510326,-2558379,-2871137,-470851,-2521293,3644936,-1587413,11871706,10284293,10284293,3030979,1797,120932,1664037,6172,4.33,3.53,3.78,18.15,25.35,25.35,13.47,11.07,-1.02,11.29,233.53,4.73,10.86,0.28,-1.97,22.36,2.47,26.9,3.9,3.62,4.33,3.62,2.41,70.24,97.45,152.38,198.82,118.32,12.69,9.85,1.8,101.39,29.56,7.14,76.37,23.63,333.4,19466982,1807843,55.6,2.31,0.23,158.02,2.41,0.98,222,68.48,3760048,0.36,0.36
1434,福懋,2021,4,紡織纖維,0,資誠聯合會計師事務所,1,Y,1,60.45,49.86,70.72,54.56,30.68,14.17,4.73,2.28,3.88,81342188,2.82,3.46,37,1.45,13.95,38.53,9.2,3471141,3835997,212832,7915845,138426,17693888,11541908,71876,71876,364723,1967243,63648300,2623527,1039634,494900,7905048,11193281,19098329,16846646,16846646,1301769,8349494,19336630,24777878,62243859,62243859,81342188,32799007,32799007,28625437,28625437,4173570,4173570,2623403,1550167,9357,254493,544723,-78496,-163887,146623,154409,837188,2387355,244188,2143167,2143167,297081,2440248,2143167,2440248,1.27,1682471,2143167,1.27,1682471,2541764,3890335,2148447,2387355,1345408,3163,154409,-9357,-521669,-1066828,327917,104407,9537,-148881,113632,2433092,-469841,-12123,-689510,-1333856,387819,3083322,3471141,3471141,3811026,4338,3469418,1345408,3163,4.85,4.17,3.04,11.86,12.72,12.72,7.28,6.53,2.55,6.55,159.09,5.73,8,10.58,30.78,37,1.28,19.49,0.92,1.42,1.45,1.42,1.27,38.53,168.96,5.52,2.26,3.06,2.37,1.24,0.05,223.83,114.77,6.81,23.48,76.52,623.33,8143667,9788840,18.88,9.17,0.41,39.78,2.75,0.53,42.69,100.93,1146218,0.77,0.77
1440,南紡,2021,4,紡織纖維,0,資誠聯合會計師事務所,1,Y,1,60.34,78.49,48.97,63.75,79.43,20.3,6.03,205.72,3.56,50196558,6.38,11.15,16.74,0.79,14.55,97.58,7.34,4630792,1840769,123438,5651960,0,13345571,21108331,58572,58572,85741,5926901,36850987,1860437,1184241,1756,10163487,12057740,22221227,16568159,16568159,64780,4313883,11296934,-195297,27734576,27975331,50196558,19386541,20193510,16908462,16908462,3285048,3285048,2068345,1216703,9027,211591,460466,8558,-128371,144239,158507,2147089,3363792,394495,2969297,2969297,308110,3277407,2926072,3237281,1.77,1656816,2926072,1.76,1659698,3522299,4660341,3040921,3363792,1136701,1341,158507,-9027,-136876,-1837542,139826,118078,9340,-38702,499,1302597,-822481,-6003,-1429066,-620358,-806276,5437068,4630792,4630792,1386957,1098,2259722,1136701,1341,9.75,8.4,6.75,23.08,16.27,16.27,16.66,14.7,10.63,15.06,158.82,3.74,10.24,11.19,12.82,16.74,1.81,12.19,0.73,2.03,1.98,2.03,1.77,97.58,745.04,240.44,205.72,212.75,7.09,10.67,4.5,131.31,72.32,5.12,44.27,55.73,168.01,8555687,3182084,26.78,11.39,0.42,32.03,0.99,0.76,47.01,123.48,-968881,1.12,1.12
1476,儒鴻,2021,4,紡織纖維,0,安侯建業聯合會計師事務所,1,Y,1,61.89,89.31,50.91,60.34,38.44,232.75,17.81,21.01,3.92,29278767,18.54,25.54,77.08,10.12,27.48,17.48,233.21,1759847,4877211,332209,8276308,239651,15823176,12064535,131274,131274,361554,1241127,13455591,2587894,1471615,194557,7026763,1102573,8129336,2743671,2743671,3769547,11161579,15065660,-429447,21149431,21149431,29278767,35917247,35917247,26426100,26426100,9491147,9491147,3092665,6398482,21378,0,30629,63866,-18334,17171,22899,-12717,6385765,1237154,5148611,5148611,-149126,4999485,5148611,4999485,18.77,274367,5148611,18.76,274381,6408664,7041010,5146341,6385765,610887,21459,22899,-21378,241046,-3074495,-186308,332832,21575,-1087722,-379733,2777550,-2490084,-6232,-2498470,-2489127,-2264455,4024302,1759847,1759847,493175,1895,4258010,610887,21459,25.26,20.35,17.94,19.6,26.43,26.43,17.78,14.33,-0.04,14.33,306.89,24.09,8.61,11.86,39.53,77.08,18.76,130.91,23.32,23.27,18.22,23.27,18.77,17.48,16.41,19.95,21.01,21.01,10.71,10.34,3.13,225.18,99.18,0.44,27.77,72.23,183.9,720385,8796413,62.19,7.19,1.29,50.79,3.2,1.78,60.25,115.96,2724656,6,6
1565,精華,2021,22,生技醫療,0,資誠聯合會計師事務所,1,Y,1,51.48,49.97,44.21,65.71,44.02,228.83,22.79,27.2,3.35,8600004,11.49,16.34,118.44,24.59,7.89,17.37,244.22,2354692,905371,14855,1175911,368,4498204,3793271,94346,94346,121359,211066,4101800,327160,823523,16976,2060527,568270,2628797,504165,504165,526000,3186143,4950416,-9374,5971207,5971207,8600004,5401607,5401607,3790455,3790455,1611152,1611152,379865,1231287,2223,10924,21884,-29,-88997,9291,10515,-77628,1153659,205900,947759,947759,2467,950226,947759,950226,18.8,50417,947759,18.67,50767,1164174,1484173,947723,1153659,307541,12458,10515,-2223,-63742,-86724,22100,112734,2172,-175092,-6617,1239817,-78311,0,-98094,-627430,510772,1843920,2354692,2354692,168852,3016,2317726,307541,12458,17.83,14.56,11.42,27.48,29.83,29.83,21.36,17.55,-1.44,17.55,424.14,15.34,7.03,42.91,60.17,118.44,18.8,107.14,24.42,22.88,18.85,22.88,18.8,17.37,23.05,22.56,27.2,27.16,6.9,6.14,2.39,218.3,158.94,1.1,30.57,69.43,170.46,-1267966,2437677,34.86,6.26,0.65,58.31,1.39,0.93,61.18,112.55,905629,1.96,1.96
2301,光寶科,2021,25,電腦及週邊,0,勤業眾信聯合會計師事務所,1,Y,1,75.46,75.35,77.08,73.9,151.87,75,7.91,41.72,4.72,183543419,7.85,18.95,31.68,5.26,4.9,11.37,55.48,68275835,41716376,820829,32299343,717285,147110891,18889587,4244276,4244276,417446,3381561,36432528,46697801,20685572,0,107915125,2754767,110669892,23508670,23508670,21836342,15199955,36753852,-6056988,72341068,72873527,183543419,168518851,164827947,134330418,134330418,30497529,30497529,17455390,13042139,729485,831432,1566070,-293524,3171916,194615,222260,4590108,17632247,3702761,13929486,13929486,-376443,13553043,13886552,13558786,6.01,2310790,13886552,5.92,2344498,17854507,21992061,10841529,17632247,3953907,183647,222260,-729485,-5803561,-8166988,4217329,190801,756838,-2128950,-207692,12159640,-3738147,5251,-3103331,-11778765,-3232201,71508036,68275835,68275835,17062798,4029,21828642,3953907,183647,10.51,7.97,7.54,13.34,18.5,18.5,10.7,8.45,2.78,6.58,174.72,8.08,10.59,13.24,11.27,31.68,4.73,72.18,5.71,7.63,5.87,7.72,6.08,11.37,27.79,39.92,41.72,3.34,4.25,-1.71,2.32,136.32,103.41,1.58,60.3,39.7,385.79,-40669989,39195766,101.57,4.22,0.92,86.55,8.84,2.24,93.83,87.99,16117596,0.97,0.97
2345,智邦,2021,27,通信網路業,0,勤業眾信聯合會計師事務所,1,Y,1,79.25,87.26,84.2,69.24,125.18,102.36,9.13,-6.81,4.5,35021369,14.33,31.33,27.89,2.45,9.43,-1.81,97.17,6257744,10316305,414664,13245641,18039,31782233,1487456,22531,22531,318713,1413197,3239136,11567228,3458387,105639,17643456,1824962,19468418,5599204,5599204,843580,6834835,9655707,-494541,15552951,15552951,35021369,59598681,59598681,48254085,48254085,11344596,11344596,5903870,5440726,32470,97418,198013,-2688,136425,16013,42388,290425,5731151,1026093,4705058,4705058,-19247,4685811,4705059,4685812,8.44,557501,4705059,8.36,562477,5773539,6540057,4520952,5731151,722315,44203,42388,-32470,-1416837,-5025875,2868543,-147882,0,-1150996,5780,1367997,-480256,-50862,3899757,-3942568,1363235,4894509,6257744,6257744,2122616,3009,5164534,722315,44203,19.22,15.63,14.17,10.97,19.03,19.03,9.62,7.89,0.49,7.59,192.16,19.41,9.91,8.67,7.75,27.89,8.11,106.86,9.76,10.28,8.41,10.28,8.44,-1.81,-15.02,-7.75,-6.81,-10.94,12.53,7.39,-0.86,180.14,103.85,0.89,55.59,44.41,1113.07,-6413048,14138777,151.5,6.22,1.8,58.68,39.87,3.97,63.18,100.29,4461387,4.19,4.19
2362,藍天,2021,25,電腦及週邊,0,資誠聯合會計師事務所,1,Y,1,61.13,67.74,59.48,58.59,121,34.64,7.74,169.34,5.16,91294127,2.49,4.43,70.59,0.87,33.37,22.03,32.16,3816041,3426401,478389,4693977,839623,15854087,2533892,387328,387328,2241065,68808338,75440040,2752075,1364019,512461,13760799,36222904,49983703,6497630,6497630,73478,3149950,40742938,-4628787,41310424,41310424,91294127,24429875,26991842,21676266,21676266,5315576,5315576,3225737,2089839,18191,134205,249817,1022551,371554,812319,638943,161007,2250846,454496,1796350,1796350,320146,2116496,1796350,2116496,3.03,593451,1796350,3,599687,2889789,3166714,2529629,2250846,265934,10991,638943,-18191,-1182112,-324197,642352,220673,19231,-339767,-656000,514691,-158235,2369,4214923,-5975113,-1102010,4918051,3816041,3816041,40279,626,2355365,265934,10991,4.2,3.52,2.28,11.73,19.69,19.69,8.34,6.66,0.6,9.37,164.79,12.94,11.95,8.73,3.74,70.59,4.32,46.12,3.57,3.79,3.57,3.85,3.07,22.03,41.57,223.3,169.34,317.82,-3.15,3.59,0.95,115.21,75,27.69,54.75,45.25,2548.35,25391565,2093288,19.66,9.51,0.29,38.37,7.45,0.66,46.33,79.61,-3757693,0.58,0.58
2377,微星,2021,25,電腦及週邊,0,資誠聯合會計師事務所,1,Y,1,72.01,86.63,72.59,62.19,116.38,244.19,9.9,112.59,5,101870764,18.79,40.96,55.73,14.93,37.75,79.53,236.43,23654801,29683307,292862,37939662,0,93799483,5710853,1004168,1004168,112941,649659,8071281,33931186,7891676,5427678,54117598,672846,54790444,8448562,8448562,804516,31717738,38729036,-901794,47080320,47080320,101870764,201810152,201810152,163565876,163565876,38244276,38244276,18269632,19974644,72045,772914,944199,-42804,-269465,12323,18706,656028,20630672,3709667,16921005,16921005,-227216,16693789,16921005,16693789,20.03,844856,16921005,19.78,855580,20649378,21889824,16427361,20630672,1240284,162,18706,-72045,-7516970,-10457125,6753435,2548121,71732,-2496210,1704288,12612916,-1560688,-34300,-968639,-6411095,5068846,18585955,23654801,23654801,23279771,3097,11408802,1240284,162,23.74,19.34,18.52,10.85,18.95,18.95,10.22,8.38,0.33,8.14,209.33,22.87,9.05,5.65,23.31,55.73,19.44,238.87,23.64,24.42,19.76,24.42,20.03,79.53,117.4,114.97,112.59,105.52,29.94,32.47,11.56,173.33,99.28,0.11,53.78,46.22,824.4,-21754046,39681885,143.63,7.81,2.24,46.72,37.23,4.89,54.34,84.79,6087856,1.35,1.35
2431,聯昌,2021,28,電子零組件,1,資誠聯合會計師事務所,1,Y,1,43.83,41.47,54.91,37.29,40.6,14.21,-6.72,145.28,3.92,2071282,5.35,8.05,13.28,-0.76,-31.84,-69.29,-9.49,917654,296542,8896,292096,1107,1610794,101605,18127,18127,64413,260753,460488,363052,95348,6620,508731,89398,598129,1109270,1109270,159338,152905,313174,-108629,1473153,1473153,2071282,1566696,1566696,1477411,1477411,89285,89285,194503,-105218,2119,929,28563,74151,236820,22,2576,262807,157589,42858,114731,114731,9406,124137,114731,124137,1.03,110927,114731,1.03,111433,160165,198046,-66907,157589,34242,3639,2576,-2119,222893,160074,-380365,-23341,2119,-10766,-82736,-84557,-12470,0,361988,-35324,240188,677466,917654,917654,163528,63,265337,34242,3639,0.75,-1.58,5.68,12.64,5.7,5.7,10.06,7.32,16.77,-4.27,45.9,-5.93,12.41,16.94,-16.62,13.28,-0.6,14.12,-0.95,1.42,1.12,1.42,1.03,-69.29,-406.43,238.74,145.28,-936.86,-9.85,7,2.89,316.63,255.89,2.21,28.88,71.12,1449.88,-996368,1102063,39.96,3.84,0.72,94.93,14.41,1.1,69.09,73.58,-29791,0.74,0.74
2498,宏達電,2021,27,通信網路業,0,勤業眾信聯合會計師事務所,1,Y,1,57.61,58.8,63.77,50.69,62.31,-37.65,-78.36,48.5,2.28,44184957,-6.86,-10.85,33.02,-5.48,-9.52,4.56,-49.93,16576907,448207,50059,1649574,678,26435790,7485331,3183462,3183462,431261,3001529,17749167,5464538,4857019,136948,14568530,2393525,16962055,8245050,8245050,16005339,-7226492,8189019,-5216506,27222902,27222902,44184957,5253279,5253279,3617222,3617222,1636057,1636057,5752491,-4116434,118150,173960,1043723,-363528,123126,45243,52680,1011869,-3104565,-2748,-3101817,-3101817,100084,-3001733,-3073132,-2972424,-3.75,819721,-3073132,-3.75,819721,-3051885,-2550290,-3483175,-3104565,495510,6085,52680,-118150,41638,-259482,-564174,-636583,136661,1942,-175666,-4495147,-100484,2535819,1538779,3831229,201077,16375830,16576907,16576907,816709,2001,3776939,495510,6085,-6.57,-6.81,-6.73,-48.55,31.14,31.14,-59.1,-59.05,19.26,-66.3,28.44,-11.79,109.5,71.9,-30.86,33.02,-4.19,6.37,-4.99,-3.79,-3.66,-3.77,-3.73,4.56,35.59,48.49,48.5,42.77,-1.96,-9.12,6.31,181.46,118.47,-1.72,38.39,61.61,390.4,-12161414,11867260,7.71,11.37,0.12,32.1,0.69,0.18,31.14,173.35,-660063,1.69,1.69
2743,山富,2021,16,觀光餐旅,0,正風聯合會計師事務所,0,Y,1,42.06,51.21,41.12,36.86,60.73,-16.8,-44.6,-34.18,1197.02,755416,-6.83,-10.57,14.68,-2.28,-79.68,-67.6,-28.14,331588,20979,25268,0,82,477907,55551,3865,3865,15524,41847,277509,58289,11002,23724,198992,86431,285423,320317,320317,96090,6037,53907,0,469993,469993,755416,202103,202103,153218,153218,48885,48885,139030,-90145,1679,7385,43260,456,-5640,993,1289,36331,-53814,-1346,-52468,-52468,0,-52468,-52468,-52468,-1.64,32012,-52468,-1.64,32012,-52525,-35283,-54711,-53814,15145,2097,1289,-1679,-3638,256,20789,-4211,1679,0,5553,-72860,-2505,-2370,-7433,47862,-32431,364019,331588,331588,0,210,97559,15145,2097,-4.98,-5.3,-6.97,-17.46,24.19,24.19,-26.63,-25.96,17.98,-27.07,35.16,-18.72,68.79,48.27,-36.61,14.68,-1.71,6.31,-2.82,-1.68,-1.64,-1.68,-1.64,-67.6,0.69,-38.59,-34.18,-245.66,0.68,-10.04,-2.84,240.16,217.01,-2.51,37.78,62.22,986.53,-288016,278915,4.46,7.33,0.27,49.8,3.74,0.41,37.89,0,-26440,1.11,1.11
